# Wed Jul  9 14:08:11 2025
# IV results with K4200
# V1, I1, I2, I3, I4
4.300000E-01,2.149027E-14,-6.067561E-14,2.772234E-14,-2.652312E-13
4.400000E-01,-4.497786E-14,-3.195070E-14,6.601138E-15,-5.761418E-14
4.500000E-01,-6.131217E-15,-6.387195E-14,1.047195E-14,6.629142E-14
4.600000E-01,2.712387E-14,-5.361003E-14,-1.397310E-14,1.124193E-13
4.700000E-01,-3.308004E-14,-5.218010E-14,-1.308808E-15,1.630085E-13
4.800000E-01,2.867942E-14,-6.912906E-14,5.456562E-14,4.204157E-13
4.900000E-01,7.238080E-15,-3.291801E-14,3.327612E-14,-4.010579E-14
5.000000E-01,1.623503E-14,-2.248790E-14,-1.342614E-14,-7.583808E-14
5.100000E-01,1.455336E-14,-9.747544E-14,1.215492E-14,-7.234483E-14
5.200000E-01,-5.164272E-15,-2.311874E-14,3.441212E-14,1.232358E-13
5.300000E-01,1.198881E-14,-3.405355E-14,-4.252512E-16,-1.854340E-13
5.400000E-01,2.628301E-14,-4.852114E-14,1.939167E-14,1.855476E-15
5.500000E-01,3.452322E-14,-6.311493E-14,3.777805E-14,1.568637E-13
5.600000E-01,-2.147650E-14,-3.762840E-14,1.665684E-14,1.209631E-13
5.700000E-01,6.313174E-15,-3.670315E-14,1.442692E-14,3.759713E-13
5.800000E-01,1.425905E-14,-6.164292E-14,2.073804E-14,5.433858E-14
5.900000E-01,-4.785885E-15,-4.074063E-14,2.107463E-14,5.164499E-14
6.000000E-01,-3.818940E-15,-4.784826E-14,4.080738E-14,-1.767639E-13
6.100000E-01,1.690770E-14,-7.762457E-14,-4.716808E-15,-1.111495E-13
6.200000E-01,2.350827E-14,-7.724604E-14,-1.468836E-14,-2.995305E-13
6.300000E-01,1.568849E-14,-5.016137E-14,5.212681E-15,-4.018995E-14
6.400000E-01,1.404887E-14,-7.535349E-14,-7.618418E-16,-1.654845E-13
6.500000E-01,3.149623E-14,-3.674521E-14,5.843796E-15,-6.704179E-14
6.600000E-01,1.350230E-14,-6.685798E-14,-6.736365E-15,-1.199879E-13
6.700000E-01,1.333414E-14,-5.466146E-14,-8.840069E-15,-4.397784E-14
6.800000E-01,1.076960E-14,-8.738180E-14,1.324883E-14,9.760458E-14
6.900000E-01,1.421704E-14,-2.686181E-14,3.083582E-14,-8.114112E-14
7.000000E-01,1.749629E-14,-7.745633E-14,-4.531831E-14,-2.900431E-15
7.100000E-01,7.027880E-15,-5.571287E-14,2.545033E-14,-5.534147E-14
7.200000E-01,-7.266350E-15,-4.843703E-14,3.857745E-14,5.496989E-14
7.300000E-01,1.884162E-14,-8.902200E-14,-1.822259E-14,-1.771524E-14
7.400000E-01,4.347813E-14,-5.714285E-14,1.417447E-14,1.655759E-13
7.500000E-01,-1.975278E-14,-5.083431E-14,1.467936E-14,-2.057201E-13
7.600000E-01,1.224108E-14,-9.457351E-14,1.733003E-14,-1.259030E-15
7.700000E-01,-4.555817E-16,-6.975993E-14,1.110306E-14,-2.554675E-13
7.800000E-01,5.850707E-15,-5.932979E-14,3.012056E-14,-8.349800E-14
7.900000E-01,1.228309E-14,-7.152631E-14,1.918129E-14,-1.206192E-13
8.000000E-01,6.222881E-14,-8.687709E-14,-9.933989E-15,-2.172942E-13
8.100000E-01,2.771248E-14,-6.496542E-14,7.695057E-15,-4.056875E-14
8.200000E-01,-1.927034E-15,-9.007343E-14,2.128499E-14,-2.323615E-13
8.300000E-01,-2.033150E-16,-3.922654E-14,-1.279502E-14,-7.600642E-14
8.400000E-01,-3.272366E-15,-7.261977E-14,3.744146E-14,-1.218818E-13
8.500000E-01,-2.399898E-14,-1.033214E-13,-4.026944E-14,3.367361E-14
8.600000E-01,3.580469E-15,-3.994155E-14,3.740098E-15,1.173436E-13
8.700000E-01,6.775613E-15,-8.115733E-14,-5.514659E-16,-7.588019E-14
8.800000E-01,2.729202E-14,-7.051694E-14,1.825566E-14,-4.650309E-14
8.900000E-01,2.287767E-14,-7.434412E-14,2.221063E-14,3.183535E-13
9.000000E-01,-2.277977E-14,-6.534392E-14,-1.119622E-14,2.402391E-13
9.100000E-01,-1.870173E-14,-5.954007E-14,2.267500E-15,-1.643902E-13
9.200000E-01,-1.226932E-14,-6.118028E-14,1.152381E-14,-2.112336E-13
9.300000E-01,1.518401E-14,-5.251656E-14,3.773597E-14,-5.509834E-15
9.400000E-01,2.468544E-14,-7.871803E-14,1.409033E-14,-3.711758E-14
9.500000E-01,-1.853357E-14,-2.858618E-14,5.717566E-15,-3.816976E-14
9.600000E-01,3.422897E-14,-3.775458E-14,2.393722E-15,1.922173E-13
9.700000E-01,2.825897E-14,-6.677384E-14,-4.073225E-14,2.912818E-14
9.800000E-01,2.540017E-14,-5.710078E-14,2.784856E-14,-9.023201E-14
9.900000E-01,1.106390E-14,-6.921317E-14,2.826930E-14,3.569383E-14
1.000000E+00,8.667520E-15,-6.828793E-14,4.005005E-14,-8.501317E-14
