drinks
20
25
21
14
14
17
15
17
27
12
12
14
9
14
25
21
14
15
18
18
15
20
25
18
17
17
22
15
19
28
18
15
15
16
15
16
27
15
17
15
15
13
20
24
14
14
14
13
17
20
23
22
16
17
14
18
23
23
18
24
17
18
18
20
24
26
16
20
21
17
21
31
13
13
17
23
14
22
25
19
17
16
13
13
23
23
19
20
12
15
17
21
19
19
14
11
19
15
17
20
15
18
14
15
22
24
26
19
10
16
20
16
24
21
19
18
14
17
23
21
26
16
18
15
16
14
25
23
20
15
15
17
14
22
19
21
13
17
16
15
25
18
21
16
16
17
14
26
24
19
16
13
20
17
21
27
21
17
13
17
15
21
25
23
14
16
17
19
25
25
21
18
14
20
21
23
23
14
24
15
16
21
23
32
16
17
17
16
15
25
25
20
23
15
22
22
22
25
16
19
19
18
16
24
23
20
18
18
18
21
26
24
18
15
14
21
16
18
23
15
16
19
14
23
24
28
16
19
18
19
19
25
23
17
18
20
20
18
24
23
19
22
16
22
17
27
24
24
14
14
18
17
21
21
17
20
17
21
23
23
23
19
17
15
21
21
22
24
17
16
16
16
18
19
22
14
18
16
20
20
22
27
22
19
16
19
17
24
20
18
20
18
22
19
26
22
18
21
20
15
18
29
23
23
20
20
18
24
21
23
21
17
17
19
21
26
27
24
17
19
23
25
25
26
17
22
23
27
22
24
21
30
15
17
20
19
21
22
20
17
25
20
21
21
21
25
17
21
19
15
22
22
17
18
16
24
18
21
22
19
20
19
22
20
22
20
17
16
21
16
21
24
22
21
17
19
19
14
21
23
23
17
20
19
14
24
20
13
20
18
15
17
24
19
21
17
17
16
18
20
25
14
11
20
17
14
17
31
16
18
15
21
20
26
27
22
22
19
20
15
20
29
18
15
19
21
20
20
33
20
15
19
17
24
27
27
12
21
21
18
18
21
30
19
18
17
14
12
15
23
19
19
17
17
17
18
16
14
21
18
21
17
20
27
14
14
13
16
22
23
31
19
14
20
16
14
25
31
26
20
18
17
20
18
22
20
14
14
17
18
22
23
22
15
23
19
19
23
29
24
19
13
20
11
23
22
35
17
22
24
19
26
31
31
21
24
24
22
27
28
20
21
22
23
22
30
40
26
27
19
20
23
25
39
21
24
17
20
22
24
30
17
17
27
15
21
22
29
24
19
23
25
20
31
30
22
18
19
19
19
24
19
20
21
24
25
20
23
23
21
19
19
26
21
27
34
26
20
19
23
21
27
26
23
24
17
22
22
28
28
23
19
21
23
23
21
25
27
20
21
27
23
23
27
16
20
21
17
20
39
22
15
21
19
20
23
30
27
22
21
22
21
19
25
29
22
20
20
20
21
29
24
19
19
20
16
20
30
24
15
17
24
18
17
27
21
21
18
18
23
20
29
24
19
15
21
22
21
25
30
21
20
16
17
20
27
21
26
26
27
23
21
27
22
28
23
19
21
17
24
26
19
34
24
19
21
25
31
16
21
22
18
19
22
25
16
19
19
26
20
21
21
19
22
19
19
19
24
28
21
18
17
23
19
20
