0,1,2,3,4,5,6
subevent_0,3950,79.000%,3956.30,79.126%,6.30,0.16%
subevent_1,650,13.000%,658.55,13.171%,8.55,1.31%
subevent_3,350,7.000%,345.30,6.906%,4.70,1.34%
subevent_2,50,1.000%,53.33,1.067%,3.33,6.67%
