0,1,2,3,4,5,6
subevent_0,3950,79.000%,3975.75,79.515%,25.75,0.65%
subevent_1,650,13.000%,746.96,14.939%,96.96,14.92%
subevent_3,350,7.000%,332.86,6.657%,17.14,4.90%
subevent_2,50,1.000%,16.78,0.336%,33.22,66.43%
