0,1,2,3,4,5,6
subevent_3,1250,25.000%,1261.21,25.224%,11.21,0.90%
subevent_0,1250,25.000%,1234.03,24.681%,15.97,1.28%
subevent_1,1250,25.000%,1323.94,26.479%,73.94,5.92%
subevent_2,1250,25.000%,1386.67,27.733%,136.67,10.93%
