0,1,2,3,4,5,6
subevent_3,1250,25.000%,1249.03,24.981%,0.97,0.08%
subevent_0,1250,25.000%,1257.19,25.144%,7.19,0.57%
subevent_1,1250,25.000%,1273.49,25.470%,23.49,1.88%
subevent_2,1250,25.000%,1258.20,25.164%,8.20,0.66%
