0,1,2,3,4,5,6
subevent_0,3500,70.000%,3419.61,68.392%,80.39,2.30%
subevent_3,950,19.000%,921.00,18.420%,29.00,3.05%
subevent_1,500,10.000%,552.91,11.058%,52.91,10.58%
subevent_2,50,1.000%,-7.22,-0.144%,57.22,114.44%
